group_id,group_name,group_level,dataframe,indicator_id,mean,std,min,max,n_observations,n_experiments,system,product_mix,automation_degree,division_type,num_stations,system_type,automation_level,mean_normalized
G11,Product_Mix_x_System,rear_system_05,df_process,IND01,0.09,0.05,0.0,0.18,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_resource,IND02,17.97,6.13,9.71,28.83,20.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND03,12.21,6.34,0.11,23.98,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_product,IND04,275.39,63.82,168.0,384.0,160.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND05,2084.88,2117.81,365.0,9565.0,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND06,74.57,96.96,2.44,336.0,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,economic_score,0.26,0.0,0.25,0.26,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,environmental_score,0.15,0.01,0.14,0.17,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,rank,,,,,0.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,rank_all,77.5,13.38,62.0,91.0,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,total_weighted_score,0.41,0.02,0.39,0.43,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_resource,IND02,32.05,19.55,5.05,56.02,12.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND03,11.69,6.59,0.11,25.85,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_product,IND04,521.91,372.01,144.0,1618.0,160.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND05,1897.92,1672.58,0.0,9565.0,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND06,68.66,83.85,0.0,336.0,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,economic_score,0.32,0.0,0.32,0.32,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,rank,23.0,2.83,21.0,25.0,2.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,rank_all,41.5,8.96,33.0,53.0,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,total_weighted_score,0.47,0.02,0.45,0.49,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_resource,IND02,24.04,3.4,19.1,30.17,16.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND03,11.69,6.59,0.11,25.85,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_product,IND04,294.11,74.33,150.0,430.0,160.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND05,1897.92,1672.58,0.0,9565.0,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND06,68.66,83.85,0.0,336.0,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,economic_score,0.28,0.0,0.28,0.28,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,rank,,,,,0.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,rank_all,65.5,12.23,54.0,82.0,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,total_weighted_score,0.43,0.02,0.41,0.45,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_resource,IND02,19.23,17.54,1.95,53.55,20.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_process,IND03,11.69,6.59,0.11,25.85,1520.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_product,IND04,450.88,268.9,209.0,1658.0,160.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_process,IND05,1897.92,1672.58,0.0,9565.0,1520.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_process,IND06,68.66,83.85,0.0,336.0,1520.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_experiments,economic_score,0.25,0.01,0.24,0.26,4.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_experiments,rank,,,,,0.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_experiments,rank_all,84.25,11.73,71.0,96.0,4.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_experiments,total_weighted_score,0.4,0.02,0.37,0.42,4.0,4,system_03,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_resource,IND02,19.23,6.83,9.4,30.57,20.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_process,IND03,11.69,6.59,0.11,25.85,1520.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_product,IND04,288.66,74.62,147.0,496.0,160.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_process,IND05,1897.92,1672.58,0.0,9565.0,1520.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_process,IND06,68.66,83.85,0.0,336.0,1520.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_experiments,economic_score,0.26,0.0,0.25,0.26,4.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_experiments,rank,,,,,0.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_experiments,rank_all,80.5,12.79,66.0,94.0,4.0,4,system_05,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_05,df_experiments,total_weighted_score,0.41,0.02,0.38,0.43,4.0,4,system_05,sa_rd,,,,,,
